NumberOfAddress,Complain,OrderAmountHikeFromlastYear,OrderCount,DaySinceLastOrder,CashbackAmount,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,CouponUsed
3,true,14,3,3,171.92893431,false,9,Phone,1,15,CC,Male,4,4,Fashion,1,Single,1
4,false,14,4,2,120.94803861,false,9,Phone,1,28,CC,Male,3,3,Phone,1,Married,1
1,false,17,3,3,296.65709799,false,29,Phone,1,10,CC,Male,2,3,Others,3,Single,0
3,false,21,2,8,176.87224661,false,6,Phone,1,7,Debit Card,Female,4,5,Laptop & Accessory,5,Married,2
1,false,12,7,1,154.39570966,false,15,Phone,1,9,Debit Card,Female,2,4,Laptop & Accessory,2,Divorced,5
4,false,21,1,2,124.68444165,true,4,Phone,1,26,Debit Card,Male,2,4,Phone,1,Married,0
8,true,19,2,1,154.72108237,false,14,Phone,1,24,CC,Male,3,4,Phone,1,Single,1
1,false,21,1,2,153.65681356,false,15,Phone,1,13,Debit Card,Male,3,3,Fashion,4,Married,0
10,false,14,1,4,159.9584445,false,9,Phone,3,22,Debit Card,Female,2,3,Laptop & Accessory,3,Single,0
3,false,22,1,2,145.84404055,false,0,Phone,1,14,CC,Male,2,3,Laptop & Accessory,1,Married,1
2,false,16,1,8,173.2007669,false,0,Computer,3,11,E wallet,Female,3,4,Laptop & Accessory,3,Single,0
3,false,14,2,4,193.18235915,false,10,Phone,3,17,Debit Card,Male,3,4,Laptop & Accessory,1,Married,2
5,false,14,2,3,148.11835049,false,3,Phone,1,30,CC,Male,3,4,Phone,3,Single,1
2,true,25,1,0,99.67202212,true,0,Computer,3,9,E wallet,Female,2,4,Phone,1,Single,1
2,false,15,1,0,129.49539206,true,0,Phone,1,8,Debit Card,Male,3,3,Phone,3,Single,0
3,false,14,2,1,175.80144453,false,9,Computer,1,7,Debit Card,Male,4,5,Laptop & Accessory,5,Married,1
5,false,13,11,11,158.48528132,false,15,Phone,1,17,CC,Male,3,3,Laptop & Accessory,2,Single,4
4,false,13,1,7,131.3365222,true,0,Phone,1,11,Debit Card,Male,2,3,Phone,3,Single,0
8,true,14,2,4,146.59423852,false,20,Computer,1,14,CC,Male,4,4,Phone,3,Divorced,2
4,false,16,2,3,163.18737977,false,1,Phone,1,9,CC,Male,3,5,Phone,1,Married,1
2,true,18,7,8,136.60071278,false,7,Phone,1,19,Debit Card,Male,2,3,Phone,1,Married,4
2,false,13,2,7,201.57942554,false,0,Phone,1,32,Debit Card,Female,3,1,Fashion,5,Single,2
3,true,24,2,3,154.25331389,false,2,Phone,1,7,Debit Card,Male,3,5,Phone,4,Divorced,2
8,false,13,2,8,243.75066701,false,3,Phone,3,30,E wallet,Female,4,3,Fashion,5,Married,1
3,false,14,3,3,164.21520929,false,13,Phone,3,11,E wallet,Male,4,5,Laptop & Accessory,5,Married,2
2,false,13,2,1,148.44259759,false,1,Phone,1,10,CC,Female,4,2,Phone,2,Divorced,2
3,true,12,2,1,144.18604568,true,1,Computer,1,13,COD,Female,3,3,Laptop & Accessory,3,Divorced,2
7,false,19,2,8,177.98881304,false,24,Phone,1,24,Debit Card,Male,4,4,Laptop & Accessory,5,Divorced,2
5,false,18,1,3,274.68291697,false,28,Phone,2,32,CC,Male,2,4,Grocery,3,Single,1
6,true,15,2,3,224.65758209,false,7,Computer,3,29,Debit Card,Female,4,3,Laptop & Accessory,1,Married,2
5,true,12,2,8,197.06558806,false,3,Phone,3,8,E wallet,Male,3,3,Fashion,4,Divorced,2
3,false,20,5,15,150.44350319,false,15,Computer,1,32,CC,Female,2,4,Laptop & Accessory,3,Divorced,4
11,false,19,2,6,162.24250455,false,23,Phone,3,26,Debit Card,Female,4,4,Phone,4,Married,2
3,false,12,2,1,155.23183352,false,1,Phone,2,15,CC,Female,4,6,Phone,4,Married,2
1,true,13,1,2,161.95521096,true,0,Phone,3,10,E wallet,Female,2,4,Laptop & Accessory,1,Single,1
2,false,14,1,4,159.13275874,false,6,Computer,1,8,Debit Card,Male,2,2,Laptop & Accessory,5,Married,1
3,true,20,2,5,186.93552011,true,8,Phone,3,16,CC,Male,4,4,Laptop & Accessory,4,Single,1
8,false,15,6,1,149.06212526,false,14,Phone,1,16,Debit Card,Male,3,5,Phone,5,Married,1
2,true,25,2,3,149.21227394,false,1,Phone,1,17,Debit Card,Female,4,5,Fashion,3,Married,2
8,false,22,7,2,230.31164325,true,7,Phone,3,15,Debit Card,Male,4,6,Fashion,5,Divorced,1
3,true,16,5,13,178.16976488,false,8,Phone,3,9,CC,Male,4,4,Laptop & Accessory,2,Single,4
2,false,13,13,1,149.92417012,false,5,Phone,1,36,CC,Female,4,4,Laptop & Accessory,2,Divorced,1
5,false,12,1,1,129.01572757,true,6,Computer,3,15,Debit Card,Female,3,3,Phone,4,Married,0
1,true,11,1,1,125.01058122,false,2,Phone,1,12,CC,Male,2,3,Phone,1,Married,0
8,false,11,1,0,127.62446413,false,11,Computer,1,11,Debit Card,Male,3,4,Phone,2,Single,1
3,false,24,2,8,197.03374182,false,11,Computer,3,16,Debit Card,Male,4,4,Fashion,1,Single,2
10,false,21,5,8,178.08301008,false,13,Phone,1,20,UPI,Male,3,4,Laptop & Accessory,4,Married,3
3,true,19,14,16,208.01619852,true,1,Phone,3,8,Debit Card,Female,3,4,Fashion,3,Divorced,6
2,true,22,1,5,167.40497981,false,4,Computer,3,16,E wallet,Female,1,4,Laptop & Accessory,2,Married,1
10,false,12,1,12,271.42358183,false,16,Phone,1,19,Debit Card,Male,3,3,Grocery,5,Married,1
8,false,19,1,0,207.16419912,false,19,Phone,3,8,Debit Card,Female,2,4,Fashion,3,Married,0
8,true,12,1,4,136.63725852,true,0,Phone,1,24,CC,Female,2,4,Phone,3,Single,1
2,true,12,1,2,126.74411719,false,4,Phone,1,14,CC,Female,3,4,Phone,3,Single,1
2,false,13,2,4,146.30550377,false,1,Phone,2,21,CC,Female,3,4,Phone,3,Divorced,1
8,true,15,5,3,229.73392314,true,19,Phone,3,9,E wallet,Female,4,5,Grocery,5,Married,7
6,false,14,1,3,203.18069444,false,8,Phone,3,18,COD,Female,2,4,Fashion,4,Married,0
4,false,16,1,4,230.80229338,false,26,Computer,1,31,Debit Card,Female,2,4,Grocery,4,Divorced,0
2,false,14,2,3,151.70367672,false,8,Phone,1,9,UPI,Male,4,4,Phone,4,Married,2
4,false,16,3,7,173.62631429,false,20,Phone,3,13,Debit Card,Female,3,4,Laptop & Accessory,5,Single,1
2,true,13,1,6,126.13762412,false,13,Phone,3,14,Debit Card,Female,2,3,Phone,5,Married,0
7,false,24,1,2,132.61409025,false,3,Phone,1,31,CC,Male,3,4,Phone,3,Married,0
3,false,12,7,15,151.56440568,false,6,Computer,3,11,Debit Card,Female,2,5,Laptop & Accessory,3,Single,7
3,false,14,2,3,153.70353545,false,2,Computer,1,24,Debit Card,Male,3,4,Phone,3,Single,2
10,true,17,2,4,179.46678949,true,19,Computer,1,30,CC,Female,3,3,Laptop & Accessory,4,Single,1
3,true,13,3,4,123.08596193,false,0,Computer,1,25,Debit Card,Female,3,3,Phone,4,Married,1
3,false,23,5,6,145.91517151,false,19,Phone,2,7,CC,Female,4,2,Phone,1,Married,4
9,false,16,2,6,182.37100254,false,20,Phone,1,34,Debit Card,Male,3,4,Laptop & Accessory,2,Divorced,1
1,true,12,1,4,123.33049735,false,9,Phone,3,15,UPI,Male,2,4,Laptop & Accessory,4,Single,0
3,true,22,2,5,187.59128577,true,1,Phone,3,18,CC,Male,3,5,Laptop & Accessory,2,Single,1
3,false,24,2,5,167.10800776,false,6,Computer,3,15,Debit Card,Male,3,4,Phone,5,Single,1
4,false,14,1,4,235.32811064,false,0,Phone,1,14,CC,Female,2,4,Grocery,2,Married,0
2,true,11,1,2,135.56517076,false,0,Phone,1,24,CC,Female,2,1,Phone,3,Married,1
3,false,17,6,16,152.58560717,false,9,Phone,1,36,Debit Card,Male,3,5,Phone,4,Married,2
5,true,14,1,4,196.2846553,false,11,Phone,1,10,Debit Card,Male,3,3,Fashion,5,Single,1
4,false,13,1,3,178.95176444,false,9,Phone,3,16,E wallet,Female,3,4,Laptop & Accessory,4,Married,0
1,false,12,2,10,267.79128796,false,12,Phone,1,8,CC,Female,3,2,Grocery,3,Single,1
3,false,16,2,4,146.87746479,false,8,Phone,3,16,COD,Male,4,2,Phone,5,Married,1
2,false,19,3,3,216.83998288,false,1,Computer,1,36,UPI,Male,4,4,Fashion,3,Single,1
3,false,25,2,1,177.51580984,false,12,Computer,1,8,Debit Card,Male,4,5,Laptop & Accessory,2,Married,2
6,false,16,2,4,171.8191253,false,10,Phone,3,13,E wallet,Male,4,5,Laptop & Accessory,2,Single,2
3,true,13,2,3,211.03197089,false,14,Computer,1,17,Debit Card,Female,4,4,Fashion,3,Single,1
2,false,19,16,8,254.40109174,false,31,Computer,3,35,CC,Male,4,4,Grocery,1,Married,6
1,false,13,3,4,128.11995018,false,6,Phone,1,9,CC,Male,2,4,Phone,2,Single,0
8,false,14,8,8,178.46542144,false,10,Phone,1,9,COD,Male,4,2,Laptop & Accessory,5,Married,6
5,false,17,1,0,193.15524703,false,19,Phone,1,6,COD,Male,2,3,Laptop & Accessory,2,Single,1
8,true,24,1,4,148.15464313,false,19,Phone,1,6,Debit Card,Male,2,1,Laptop & Accessory,3,Single,0
2,false,14,12,8,168.68809021,false,23,Computer,1,10,CC,Female,4,4,Laptop & Accessory,3,Married,4
2,true,13,7,12,117.73306506,false,9,Phone,3,18,CC,Male,3,6,Phone,5,Married,4
9,false,13,2,1,223.41466516,true,4,Phone,3,18,E wallet,Female,4,4,Laptop & Accessory,1,Married,1
2,false,14,1,0,118.20374693,false,9,Phone,3,32,Debit Card,Female,2,5,Laptop & Accessory,1,Single,1
3,true,15,2,1,143.23731066,true,1,Phone,1,31,Debit Card,Male,3,5,Phone,3,Single,1
5,true,11,11,7,161.38072741,true,31,Phone,3,9,E wallet,Male,3,4,Phone,3,Married,0
5,true,14,2,3,151.12908245,false,9,Phone,1,36,Debit Card,Male,4,4,Phone,3,Single,1
2,false,13,4,3,217.8950235,false,13,Phone,3,9,Debit Card,Female,3,4,Fashion,3,Divorced,4
3,true,23,2,1,148.24390004,true,1,Phone,1,32,Debit Card,Female,4,4,Phone,5,Married,1
10,false,15,1,3,295.08222606,false,23,Computer,1,6,Debit Card,Male,2,3,Others,2,Divorced,0
2,false,11,6,15,298.93977606,false,21,Computer,3,7,Debit Card,Female,2,4,Others,2,Married,7
2,false,13,1,7,145.44591581,false,10,Computer,1,35,CC,Female,2,3,Laptop & Accessory,1,Single,0
7,false,24,1,3,124.68552113,false,16,Phone,1,14,UPI,Male,2,4,Phone,2,Single,1
3,true,15,2,5,187.22050732,false,9,Computer,3,9,E wallet,Female,4,2,Laptop & Accessory,3,Married,1
3,false,13,3,1,150.6939674,true,1,Computer,1,29,Debit Card,Female,3,4,Phone,4,Single,3
3,false,14,8,4,160.67611222,true,1,Phone,1,19,Debit Card,Male,3,2,Phone,1,Single,6
3,false,19,2,1,149.17601867,true,1,Computer,1,14,CC,Female,4,4,Phone,4,Married,1
10,false,19,2,10,233.48280587,false,19,Computer,3,31,CC,Male,4,4,Fashion,2,Married,1
2,false,23,2,3,158.10365751,false,14,Phone,1,9,CC,Female,3,4,Phone,2,Married,2
2,false,24,2,3,143.36051632,false,7,Phone,1,15,CC,Female,3,5,Phone,2,Divorced,0
3,false,12,2,3,178.73653038,false,6,Phone,3,9,E wallet,Female,3,4,Laptop & Accessory,5,Single,1
8,false,11,2,2,230.64101263,false,3,Phone,3,13,E wallet,Female,2,3,Grocery,4,Married,0
2,true,12,2,3,125.59416635,true,8,Phone,1,14,CC,Male,3,4,Phone,3,Single,1
3,false,15,1,2,295.35704895,false,23,Phone,1,36,Debit Card,Male,3,3,Others,2,Divorced,0
3,true,15,5,10,262.97120188,false,16,Phone,3,14,Debit Card,Female,2,3,Grocery,3,Single,1
6,false,19,2,6,236.01357428,false,0,Phone,1,26,COD,Female,3,4,Fashion,5,Divorced,2
2,false,15,4,3,155.3205917,false,8,Phone,3,7,Debit Card,Female,2,4,Phone,1,Married,0
5,false,21,5,1,275.20569638,false,23,Computer,1,15,Debit Card,Female,3,3,Grocery,3,Married,1
2,false,12,2,3,174.60499287,false,1,Phone,3,18,CC,Male,4,4,Laptop & Accessory,3,Single,1
10,true,12,2,1,177.00698718,true,1,Computer,3,7,COD,Female,3,5,Laptop & Accessory,3,Married,2
3,false,19,4,1,153.56709159,false,11,Phone,1,17,Debit Card,Male,4,4,Phone,3,Married,2
10,true,21,1,4,126.140356,false,12,Phone,1,14,UPI,Female,3,2,Phone,3,Married,1
7,false,13,2,13,206.84689023,false,3,Phone,3,26,CC,Male,4,5,Laptop & Accessory,1,Married,1
6,true,14,1,3,291.16583643,false,23,Phone,1,30,CC,Female,2,3,Others,4,Married,1
9,false,22,1,2,162.21017915,false,20,Phone,1,30,UPI,Male,2,3,Laptop & Accessory,4,Divorced,0
4,true,14,1,2,157.45381652,false,0,Phone,3,29,E wallet,Male,2,4,Laptop & Accessory,1,Married,0
2,true,12,1,4,168.36815393,false,7,Computer,3,14,CC,Male,2,4,Laptop & Accessory,5,Married,0
10,false,20,2,3,125.76460142,false,10,Phone,1,15,CC,Female,3,3,Phone,5,Divorced,1
3,false,13,4,3,229.87691633,false,6,Phone,1,12,Debit Card,Female,4,4,Fashion,5,Married,1
7,false,16,1,1,131.96811726,false,19,Computer,2,9,Debit Card,Female,3,4,Laptop & Accessory,3,Married,1
6,false,11,8,8,295.29622534,false,16,Phone,3,8,Debit Card,Male,3,4,Grocery,1,Married,5
4,true,17,1,9,204.91196367,false,28,Phone,1,23,CC,Male,2,3,Fashion,3,Single,0
9,false,22,2,2,254.31621108,false,4,Phone,3,22,E wallet,Female,3,3,Grocery,5,Married,2
2,true,20,2,1,186.58830442,false,9,Phone,3,9,UPI,Male,3,5,Laptop & Accessory,1,Married,1
3,false,16,1,2,136.2036248,false,24,Phone,1,20,CC,Male,2,3,Phone,5,Married,0
4,true,17,2,4,179.78163035,false,11,Computer,1,9,CC,Female,4,2,Laptop & Accessory,3,Divorced,2
5,true,15,1,0,295.66393963,false,22,Phone,1,8,Debit Card,Male,2,1,Others,1,Married,1
2,true,13,2,5,145.71247917,true,1,Phone,1,20,E wallet,Male,3,6,Phone,4,Married,1
3,true,14,16,10,244.03092598,false,30,Computer,1,17,CC,Female,4,4,Grocery,5,Married,5
7,false,11,1,0,121.73851048,false,9,Phone,3,34,E wallet,Male,2,4,Laptop & Accessory,5,Single,1
2,false,12,14,7,207.37925252,false,13,Phone,1,15,Debit Card,Male,3,3,Fashion,4,Married,4
5,false,15,2,7,293.59105989,false,29,Phone,1,10,CC,Male,3,3,Others,3,Married,1
2,true,14,1,2,139.45300723,false,0,Phone,1,32,Debit Card,Male,2,3,Laptop & Accessory,1,Divorced,1
3,false,14,9,8,206.47927054,false,4,Phone,1,26,COD,Female,3,4,Fashion,5,Married,0
6,false,15,2,1,315.9052966,false,18,Phone,1,7,CC,Female,3,4,Others,1,Married,1
3,false,16,2,10,159.83232067,false,5,Phone,1,32,Debit Card,Female,4,4,Phone,5,Married,2
2,true,15,9,0,142.52015909,false,2,Phone,1,28,CC,Female,2,3,Phone,1,Single,2
9,false,18,9,10,288.65167794,false,18,Computer,3,10,Debit Card,Female,2,3,Others,3,Divorced,2
7,false,25,2,3,165.66564455,false,1,Phone,1,9,Debit Card,Male,4,4,Laptop & Accessory,1,Married,2
8,false,12,6,0,200.24193509,false,0,Computer,1,35,Debit Card,Female,2,4,Fashion,3,Married,2
3,false,12,2,5,177.7821821,false,5,Computer,1,9,UPI,Female,4,4,Laptop & Accessory,4,Married,2
10,false,14,4,11,275.13322577,false,11,Computer,3,8,Debit Card,Female,2,3,Grocery,3,Married,1
3,false,15,2,4,162.27440385,false,11,Phone,1,9,CC,Male,4,5,Phone,3,Married,2
3,false,13,3,3,213.83745678,true,1,Phone,3,10,E wallet,Male,2,6,Laptop & Accessory,2,Single,2
3,false,23,2,13,254.05971115,false,8,Phone,1,9,Debit Card,Female,3,5,Fashion,4,Married,5
2,false,14,1,7,132.35603417,false,0,Phone,1,6,Debit Card,Female,2,4,Phone,4,Married,0
5,false,16,1,0,279.78056878,false,30,Phone,1,7,Debit Card,Male,3,3,Others,1,Married,0
10,false,15,2,8,176.72838577,false,11,Phone,1,7,CC,Female,4,4,Laptop & Accessory,3,Single,1
5,true,11,6,7,193.84484648,false,20,Phone,1,8,CC,Female,2,3,Fashion,3,Married,5
3,true,17,2,3,230.33556083,false,0,Computer,1,15,Debit Card,Female,3,4,Fashion,3,Single,1
9,false,16,1,0,122.90130765,false,9,Phone,1,17,CC,Female,3,4,Phone,5,Married,1
3,false,12,3,6,158.36881531,false,6,Phone,3,9,Debit Card,Male,4,4,Laptop & Accessory,5,Single,1
2,false,14,1,0,188.30473622,true,0,Computer,3,28,E wallet,Male,3,3,Fashion,1,Married,1
3,false,14,2,12,244.40345856,false,4,Computer,1,6,UPI,Female,3,4,Fashion,3,Married,2
2,false,19,1,2,141.20685986,false,15,Phone,1,11,Debit Card,Male,3,3,Laptop & Accessory,4,Married,1
9,false,13,11,7,147.02358307,false,6,Computer,1,14,Debit Card,Female,2,3,Laptop & Accessory,3,Married,1
11,true,13,2,3,146.94637368,false,19,Computer,1,16,CC,Male,3,2,Phone,5,Single,2
4,false,18,2,2,159.55443647,false,8,Phone,1,27,Debit Card,Male,3,1,Phone,2,Married,2
7,true,12,2,4,164.40022953,false,28,Phone,1,9,CC,Female,4,5,Laptop & Accessory,4,Married,1
5,false,14,1,2,137.58858201,false,7,Phone,1,8,CC,Male,2,3,Phone,3,Divorced,1
11,false,13,2,6,169.8736328,false,5,Phone,3,12,COD,Female,3,4,Laptop & Accessory,5,Married,1
5,false,21,2,4,124.05138086,false,11,Phone,1,16,CC,Female,3,4,Phone,5,Single,1
3,false,21,8,18,170.08840658,false,10,Phone,3,9,Debit Card,Female,4,4,Laptop & Accessory,1,Married,8
4,false,12,7,7,133.11415363,false,7,Computer,1,10,CC,Male,2,3,Fashion,4,Married,0
6,false,17,2,8,162.54367389,false,2,Phone,1,28,UPI,Male,3,2,Phone,3,Married,1
2,false,19,1,4,152.17623987,false,0,Phone,3,8,Debit Card,Male,2,3,Laptop & Accessory,3,Married,0
3,true,16,2,4,174.66305427,true,1,Computer,3,28,E wallet,Male,3,5,Laptop & Accessory,4,Married,1
3,false,25,2,4,147.43261733,false,8,Phone,1,15,CC,Male,3,4,Phone,2,Married,2
4,false,18,3,3,147.8935859,false,17,Phone,1,25,CC,Male,3,4,Phone,3,Married,1
5,true,13,1,2,145.76553953,false,7,Phone,2,17,CC,Female,2,3,Laptop & Accessory,4,Divorced,0
9,false,11,3,3,183.47594443,false,24,Phone,3,11,E wallet,Female,1,4,Laptop & Accessory,4,Married,2
1,true,11,1,4,137.33517761,true,2,Computer,1,26,CC,Female,2,3,Phone,4,Single,1
1,false,14,1,3,133.25122655,false,0,Phone,1,8,Debit Card,Female,3,3,Phone,5,Married,1
3,false,18,2,2,148.97969221,true,1,Phone,1,29,UPI,Male,3,2,Phone,3,Married,1
3,false,14,2,1,147.88526996,true,1,Computer,1,33,CC,Male,4,5,Phone,2,Divorced,1
8,true,14,1,0,203.55394922,false,22,Phone,1,17,CC,Female,3,2,Laptop & Accessory,1,Single,0
1,true,18,1,3,161.40656567,false,1,Computer,3,9,CC,Male,2,3,Laptop & Accessory,2,Single,1
2,false,12,8,9,150.68091812,false,1,Phone,1,11,CC,Male,4,5,Phone,2,Divorced,1
3,false,20,2,1,168.18345331,false,9,Phone,1,7,COD,Female,4,4,Laptop & Accessory,3,Single,1
4,true,16,1,1,143.72261089,true,0,Computer,3,33,COD,Male,2,4,Phone,5,Single,0
2,true,25,1,6,188.37859592,false,5,Computer,1,15,Debit Card,Female,3,3,Fashion,3,Married,1
2,false,16,2,1,167.79489579,true,14,Phone,1,30,CC,Male,3,4,Phone,4,Single,1
4,false,15,1,7,211.5099541,false,22,Phone,1,7,UPI,Female,3,3,Fashion,2,Single,1
5,false,19,2,1,234.03445842,true,14,Phone,3,27,E wallet,Male,4,5,Fashion,5,Married,1
5,true,15,2,1,251.01967304,false,23,Phone,3,26,Debit Card,Male,3,4,Grocery,3,Married,2
2,false,15,2,3,153.5196915,false,1,Computer,1,7,CC,Male,3,4,Phone,1,Married,1
3,false,12,2,5,212.93178902,true,13,Phone,1,30,CC,Male,4,4,Laptop & Accessory,5,Single,1
2,false,13,2,2,173.48909149,false,16,Computer,1,17,CC,Male,4,4,Laptop & Accessory,3,Married,2
1,false,13,1,8,152.36356149,false,29,Phone,3,6,Debit Card,Male,3,3,Laptop & Accessory,2,Married,0
4,false,14,1,1,137.20966645,false,18,Phone,1,13,Debit Card,Male,2,3,Laptop & Accessory,1,Married,0
11,false,12,2,3,225.62879149,false,26,Phone,1,12,Debit Card,Male,4,4,Fashion,5,Single,2
5,false,14,3,3,120.45528946,false,9,Phone,1,14,CC,Female,2,3,Phone,3,Married,2
9,true,24,2,4,168.49700562,false,15,Phone,1,7,CC,Male,3,4,Laptop & Accessory,5,Single,2
2,false,17,1,0,132.60835422,false,11,Phone,1,16,CC,Male,3,3,Phone,3,Married,1
5,true,11,1,3,293.32427501,false,28,Computer,1,30,Debit Card,Female,2,1,Others,3,Divorced,0
4,true,22,1,1,212.15109595,false,16,Phone,1,23,COD,Female,3,3,Fashion,2,Divorced,1
5,true,19,10,6,221.08352964,true,20,Computer,1,31,CC,Male,4,4,Fashion,5,Single,7
2,false,13,1,1,34.85833503,false,9,Phone,1,16,Debit Card,Female,2,3,Phone,4,Single,0
6,false,14,4,7,172.07034926,false,2,Phone,1,17,UPI,Female,3,3,Fashion,3,Divorced,1
11,false,12,2,0,123.21048235,false,15,Computer,1,8,Debit Card,Female,3,3,Phone,5,Married,1
5,false,17,1,0,124.5996584,true,5,Phone,1,14,Debit Card,Male,2,4,Phone,4,Single,0
4,true,16,2,3,231.61830538,false,31,Computer,1,16,CC,Male,4,4,Fashion,3,Married,1
4,false,13,2,4,154.75644336,false,8,Phone,3,30,COD,Female,3,4,Phone,4,Married,1
2,true,24,1,2,153.8289402,false,9,Phone,1,30,COD,Female,3,4,Laptop & Accessory,3,Married,0
2,true,22,1,0,128.41655327,false,0,Phone,1,15,CC,Female,2,4,Phone,2,Married,1
8,false,18,16,1,150.42558904,false,11,Phone,2,9,CC,Male,4,4,Phone,4,Married,4
2,true,13,2,2,122.8617815,false,9,Phone,1,27,Debit Card,Female,3,4,Phone,4,Married,1
2,true,15,2,1,201.0791879,true,0,Computer,3,21,E wallet,Female,3,4,Fashion,5,Divorced,0
6,false,15,2,1,150.17189068,false,19,Phone,1,7,Debit Card,Male,3,4,Phone,1,Married,2
3,false,16,2,12,231.28672176,false,10,Computer,3,24,Debit Card,Male,3,5,Fashion,3,Single,1
3,true,20,2,3,222.42577033,true,4,Phone,1,17,CC,Female,4,4,Fashion,5,Single,1
1,true,11,4,3,221.10325904,false,6,Computer,1,15,CC,Female,3,3,Fashion,4,Married,1
9,true,15,7,3,319.3880634,true,1,Computer,2,21,CC,Male,4,4,Others,3,Married,4
2,false,11,1,4,145.13363302,false,0,Computer,3,15,UPI,Female,3,1,Laptop & Accessory,5,Married,1
3,true,14,2,1,152.87245228,true,1,Phone,1,9,CC,Female,3,5,Phone,2,Single,1
10,false,12,2,0,151.62053072,true,7,Phone,1,16,Debit Card,Male,3,4,Phone,2,Divorced,0
5,false,13,2,1,167.94252779,false,25,Phone,1,17,CC,Male,3,2,Laptop & Accessory,2,Divorced,2
3,false,20,3,4,146.8314137,false,8,Phone,2,16,UPI,Female,4,4,Phone,5,Married,1
5,false,15,2,2,170.36567374,false,30,Computer,3,10,Debit Card,Female,4,4,Laptop & Accessory,2,Divorced,11
3,false,13,5,9,152.69109355,false,0,Computer,3,19,E wallet,Male,2,5,Laptop & Accessory,2,Single,4
6,false,19,3,3,268.3004595,false,22,Computer,3,13,CC,Female,4,5,Grocery,2,Divorced,1
3,false,14,1,9,294.3166975,false,29,Phone,1,16,Debit Card,Male,2,3,Others,5,Single,1
9,false,17,1,0,175.72266018,false,7,Computer,3,14,Debit Card,Male,3,3,Fashion,4,Married,0
4,false,15,3,3,163.56667898,true,3,Phone,1,29,CC,Female,4,4,Phone,3,Single,2
3,true,23,2,3,209.67084297,true,1,Phone,3,23,E wallet,Male,4,2,Laptop & Accessory,5,Single,1
8,false,24,1,2,147.77264629,false,4,Phone,3,9,CC,Female,2,3,Laptop & Accessory,5,Married,2
2,false,12,1,2,170.88216242,false,12,Phone,3,9,Debit Card,Female,1,3,Fashion,1,Married,1
3,false,12,7,7,172.27883397,false,12,Phone,3,10,CC,Female,3,4,Fashion,5,Married,0
4,false,12,2,1,170.11188774,true,1,Phone,3,18,E wallet,Female,3,4,Laptop & Accessory,1,Divorced,1
9,true,16,3,2,173.74463317,true,0,Phone,3,15,UPI,Male,3,6,Laptop & Accessory,3,Married,3
7,false,13,1,4,159.33478724,false,6,Computer,3,31,Debit Card,Male,2,3,Laptop & Accessory,3,Divorced,1
4,true,15,2,11,147.81598015,false,25,Computer,1,7,Debit Card,Male,3,4,Phone,3,Married,0
5,false,18,13,8,292.093946,false,28,Phone,1,35,COD,Male,4,4,Fashion,5,Single,5
2,false,12,1,9,170.99753208,false,6,Computer,3,12,E wallet,Male,3,3,Fashion,4,Single,1
5,false,16,2,1,148.28001788,false,19,Phone,2,14,Debit Card,Female,3,4,Phone,4,Married,1
3,true,23,2,3,193.0796301,false,5,Phone,1,33,CC,Female,4,5,Laptop & Accessory,5,Divorced,1
1,true,14,3,3,215.04128054,true,7,Computer,1,16,CC,Male,2,4,Fashion,1,Married,0
2,false,15,3,10,169.4475342,false,3,Computer,3,17,UPI,Male,3,4,Laptop & Accessory,1,Single,3
7,false,22,1,8,131.06034106,false,22,Phone,1,35,Debit Card,Male,2,4,Phone,5,Divorced,0
3,true,15,8,4,147.68478482,false,4,Computer,1,7,CC,Male,4,4,Phone,4,Single,2
10,true,24,1,3,153.05290894,true,0,Phone,1,22,Debit Card,Male,2,3,Phone,1,Single,0
10,false,12,1,2,201.50549551,true,0,Phone,3,29,Debit Card,Female,3,3,Fashion,3,Single,1
7,false,20,12,9,176.41369243,false,11,Phone,1,9,Debit Card,Female,3,2,Laptop & Accessory,3,Married,7
2,false,15,1,0,145.56531841,false,22,Computer,3,17,Debit Card,Male,2,4,Laptop & Accessory,1,Married,0
11,true,13,3,3,167.29019759,false,1,Computer,1,20,CC,Male,3,4,Laptop & Accessory,3,Single,3
7,false,13,3,3,174.53425135,false,6,Phone,1,16,CC,Male,4,4,Laptop & Accessory,4,Divorced,3
6,false,15,2,3,194.66312137,false,9,Computer,3,15,Debit Card,Male,4,4,Laptop & Accessory,3,Married,2
9,false,11,1,5,197.70615134,false,0,Phone,3,11,E wallet,Female,3,3,Laptop & Accessory,5,Divorced,0
9,false,22,7,7,194.12535353,false,5,Phone,3,27,E wallet,Female,3,3,Laptop & Accessory,4,Married,4
1,false,16,1,0,124.56489445,false,0,Computer,2,14,COD,Male,3,4,Phone,5,Married,1
